text_len,word_count,title_len,keyword_hits,n_scripts,n_images,n_forms,n_inputs,n_iframes,has_password_field,has_submit_field,has_email_field,n_links,n_external_links,external_link_ratio,url,final_url,label,y_true,y_pred,etype
2759,399,9,2,1,12,1,1,0,0,1,0,41,1,0.024390243902439,http://hammadshaikh-22.github.io/Microsoft-Clone,https://hammadshaikh-22.github.io/Microsoft-Clone/,1,1,0,FN
2422,351,17,0,143,14,0,1,1,0,0,0,22,13,0.5909090909090909,https://roblox.com.ge/users/4712527085/profile,https://roblox.com.ge/users/4712527085/profile,1,1,0,FN
200,32,8,0,0,11,0,1,0,0,0,0,0,0,0.0,https://muhammadwaleedqazi.github.io/fb_home/,https://muhammadwaleedqazi.github.io/fb_home/,1,1,0,FN
866,145,26,1,3,6,0,1,0,0,0,0,24,0,0.0,https://se-muhammad-shamoil.github.io/Netflix-front-end-clone/,https://se-muhammad-shamoil.github.io/Netflix-front-end-clone/,1,1,0,FN
357,59,0,1,1,1,0,0,0,0,0,0,0,0,0.0,https://wpgbf1zg-5500.euw.devtunnels.ms/loader/RANKUP/FREE/FreeFortniteCheat.zip,https://wpgbf1zg-5500.euw.devtunnels.ms/loader/RANKUP/FREE/FreeFortniteCheat.zip,1,1,0,FN
1962,302,83,0,6,15,0,0,0,0,0,0,20,1,0.05,http://66.39.79.68/,https://bycolinholmes.com/,1,1,0,FN
45415,1431,0,0,0,0,0,0,0,0,0,0,0,0,0.0,https://vcc-library.uk/Stb/Retev.php?bl=QTuVl0PCseGLafunsZPRE008.txt,https://vcc-library.uk/Stb/Retev.php?bl=QTuVl0PCseGLafunsZPRE008.txt,1,1,0,FN
202,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,http://tengfeidn.cn/tfsoft/xftd/v2/ctf/,http://tengfeidn.cn/tfsoft/xftd/v2/ctf/,1,1,0,FN
433,81,22,1,2,2,0,0,0,0,0,0,2,2,1.0,https://blessdayservices.org/up/,https://blessdayservices.org/up/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://test.peperoncinochepassione.it/,https://test.peperoncinochepassione.it/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://www.website.mypetapp.co.za/,https://www.website.mypetapp.co.za/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://f3i5-0g49bgn-3h95-1324992141.cos.ap-jakarta.myqcloud.com/36hg-04ik6-9j4-9h5.html,https://f3i5-0g49bgn-3h95-1324992141.cos.ap-jakarta.myqcloud.com/36hg-04ik6-9j4-9h5.html,1,1,0,FN
11,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,http://91.235.234.235/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/nss3.dll,http://91.235.234.235/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/nss3.dll,1,1,0,FN
5152,853,38,4,17,17,3,5,1,0,1,0,63,0,0.0,https://embedone.com/scarica/,https://www.hugedomains.com/domain_profile.cfm?d=embedone.com,1,1,0,FN
171,32,56,0,0,0,0,0,0,0,0,0,1,0,0.0,https://dreamwatchevent.com/zp-user/Protected%20Client.js,https://dreamwatchevent.com/zp-user/Protected%20Client.js,1,1,0,FN
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,https://rxquickpay.com/hksweep/vendor/font-awesome/svgs/brands/subtraction.php,https://rxquickpay.com/hksweep/vendor/font-awesome/svgs/brands/subtraction.php,1,1,0,FN
1499,188,21,1,50,24,0,0,0,0,0,0,47,0,0.0,https://forms.saurashtrauniversity.edu/belt.php,https://forms.saurashtrauniversity.edu/belt.php,1,1,0,FN
137,21,10,0,4,1,0,0,1,0,0,0,2,2,1.0,http://muledo.com/donkey.php,http://muledo.com/donkey.php,1,1,0,FN
15837,2427,14,1,9,15,3,5,0,0,0,0,34,12,0.3529411764705882,http://programandojuntos.us.tempcloudsite.com/I203611254B019514581.zip,http://programandojuntos.us.tempcloudsite.com/I203611254B019514581.zip,1,1,0,FN
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,http://users.atw.hu/tekiwanatain/installer.rar,http://users.atw.hu/tekiwanatain/installer.rar,1,1,0,FN
280,46,27,0,35,1,0,0,0,0,0,0,1,1,1.0,http://suitapps.zapier.app/us-en,https://suitapps.zapier.app/us-en,1,1,0,FN
635,86,7,1,24,3,1,8,0,0,1,0,5,0,0.0,https://mailservice46543.weebly.com/,https://mailservice46543.weebly.com/,1,1,0,FN
285,49,4,1,26,2,1,8,0,0,1,0,11,0,0.0,https://btvcxvxg.weebly.com/,https://btvcxvxg.weebly.com/,1,1,0,FN
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,https://tfvk3cqxglm.iceiy.com/?i=1,https://tfvk3cqxglm.iceiy.com/?i=1,1,1,0,FN
3050,454,15,1,13,2,1,3,0,0,1,0,16,0,0.0,https://pedagiodigital-gilt.vercel.app/?gad_source=1&amp;gad_campaignid=23701071115&amp;gbraid=0AAAAABj7A7GGNyNQo8doKclvKDnkewLoo&amp;gclid=EAIaIQobChMIo_-lpay_kwMVRmJIAB1F1QweEAAYASAAEgJOfPD_BwE,https://pedagiodigital-gilt.vercel.app/?gad_source=1&amp;gad_campaignid=23701071115&amp;gbraid=0AAAAABj7A7GGNyNQo8doKclvKDnkewLoo&amp;gclid=EAIaIQobChMIo_-lpay_kwMVRmJIAB1F1QweEAAYASAAEgJOfPD_BwE,1,1,0,FN
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,https://airscredloginoport2026.zya.me/?i=2,https://airscredloginoport2026.zya.me/?i=2,1,1,0,FN
0,0,13,0,11,0,0,0,0,0,0,0,0,0,0.0,https://daskankontostand-5sd4ivs2u-mason-martins-projects.vercel.app/,https://daskankontostand-5sd4ivs2u-mason-martins-projects.vercel.app/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://telegram.land/,https://telegram.land/,1,1,0,FN
292,44,18,1,1,14,1,1,0,0,1,0,2,0,0.0,https://sated.es/mail,https://sated.es/mail/,1,1,0,FN
394,58,19,3,1,0,0,0,0,0,0,0,0,0,0.0,https://auth-office-device-com.dporozok.workers.dev/a0874ace7e7df395,https://auth-office-device-com.dporozok.workers.dev/a0874ace7e7df395,1,1,0,FN
11771,1420,89,1,3,3,0,0,0,0,0,0,5,3,0.6,http://padisahbet.gunceli-girisler.vip/,https://padisahbet.gunceli-girisler.vip/,1,1,0,FN
4646,777,61,1,1,15,2,14,0,0,0,1,19,0,0.0,http://netflix-nine-lovat.vercel.app/,https://netflix-nine-lovat.vercel.app/,1,1,0,FN
1325,238,14,1,149,29,0,1,1,0,0,0,40,8,0.2,https://www.roblox.com.bn/users/202157744686/profile,https://www.roblox.com.bn/users/202157744686/profile,1,1,0,FN
47,24,9,0,1,1,0,0,0,0,0,0,0,0,0.0,http://admin.metamask.eu.cc/,https://admin.metamask.eu.cc/,1,1,0,FN
1115,188,27,1,1,5,0,0,0,0,0,0,2,0,0.0,http://netflix-cloness.surge.sh/,http://netflix-cloness.surge.sh/,1,1,0,FN
210,34,14,0,20,53,0,3,0,0,0,0,0,0,0.0,http://facebook-clone-mu-nine.vercel.app/,https://facebook-clone-mu-nine.vercel.app/,1,1,0,FN
2939,478,13,1,11,14,2,2,0,0,1,0,18,0,0.0,http://netflix-clone-nu-nine.vercel.app/,https://netflix-clone-nu-nine.vercel.app/,1,1,0,FN
3584,509,15,1,3,0,2,2,0,0,1,1,16,0,0.0,http://hadihassan5.github.io/Netflix-Clone,https://hadihassan5.github.io/Netflix-Clone/,1,1,0,FN
11728,1576,47,6,3,0,0,0,0,0,0,0,38,0,0.0,https://scotiaconnectlogin.gr.com/ca/en/index.html,https://scotiaconnectlogin.gr.com/ca/en/index.html,1,1,0,FN
0,0,11,0,26,1,0,0,1,0,0,0,0,0,0.0,https://web2.pancake.run/home,https://web2.pancake.run/home,1,1,0,FN
414,65,13,0,5,38,0,0,0,0,0,0,4,0,0.0,https://emilemoraes.github.io/Netflix-Clone-,https://emilemoraes.github.io/Netflix-Clone-/,1,1,0,FN
1204,181,20,1,143,4,0,1,1,0,0,0,12,3,0.25,https://roblx.me/s/qpEciA,https://roblox.com.ge/users/5177372178/profile,1,1,0,FN
617,117,19,0,4,4,1,1,0,0,1,0,22,9,0.4090909090909091,https://surl.li/wiwliy,https://surl.li/wiwliy,1,1,0,FN
617,117,19,0,4,4,1,1,0,0,1,0,22,9,0.4090909090909091,https://surl.li/xklfxn,https://surl.li/xklfxn,1,1,0,FN
1632,265,19,1,143,22,0,1,1,0,0,0,30,21,0.7,https://robiox.com.af/users/3007319103/profile,https://robiox.com.af/users/3007319103/profile,1,1,0,FN
1247,186,4,1,0,15,0,0,0,0,0,0,15,0,0.0,http://f.digitalmaillane.com/igit/4/6310w6pyzfus3at4key9lvy27y9rwy8hjyhg8yr4ykyd,http://f.digitalmaillane.com/igit/4/6310w6pyzfus3at4key9lvy27y9rwy8hjyhg8yr4ykyd,1,1,0,FN
1864,285,67,5,1,37,0,1,1,0,0,0,41,15,0.3658536585365853,https://mmapphubs.pages.dev/assets,https://mmapphubs.pages.dev/assets,1,1,0,FN
0,0,28,0,5,1,0,0,0,0,0,0,0,0,0.0,https://kiuocunlognvs.godaddysites.com/,https://kiuocunlognvs.godaddysites.com/,1,1,0,FN
273,43,17,0,0,0,0,0,0,0,0,0,2,2,1.0,http://meetvideogoogle.com/,http://meetvideogoogle.com/,1,1,0,FN
4146,513,37,0,0,1,0,0,0,0,0,0,3,2,0.6666666666666666,http://150.95.27.35/,http://150.95.27.35/,1,1,0,FN
810,100,18,0,17,7,1,2,0,0,1,0,47,17,0.3617021276595745,http://18.176.47.246/,http://18.176.47.246/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://movtime76.shop/files/original.js,https://movtime76.shop/files/original.js,1,1,0,FN
0,0,32,0,2,0,0,0,0,0,0,0,0,0,0.0,https://cambodiatouristservice.com/,https://cambodiatouristservice.com/,1,1,0,FN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,https://admin.gestroom.it/,https://admin.gestroom.it/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,http://bj5y6-0f-9h4-9fgg4-1324992141.cos.ap-bangkok.myqcloud.com/yn5og-40i6-9gu-9hjf.html,http://bj5y6-0f-9h4-9fgg4-1324992141.cos.ap-bangkok.myqcloud.com/yn5og-40i6-9gu-9hjf.html,1,1,0,FN
5761,902,61,3,17,11,0,16,1,0,0,0,87,55,0.632183908045977,https://bracell.latitude.net.br/connect/,https://bracell.latitude.net.br/connect/,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://km.tradeforexcopier.com/frostbit.php,https://km.tradeforexcopier.com/frostbit.php,1,1,0,FN
0,0,58,0,3,0,0,0,0,0,0,0,0,0,0.0,https://allendostmen.com/coon.php,https://allendostmen.com/coon.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://bridgeroad.maverickpreviews.com/anarchical.php,https://bridgeroad.maverickpreviews.com/anarchical.php,1,1,0,FN
199,24,15,0,6,1,0,0,0,0,0,0,4,0,0.0,https://docs.google.com/document/d/e/2PACX-1vQm_l1O1djKtV6pCFWIXDz1gjaqrG26rPb3N3uqPk0JqVIF91b_IRdew7mo34HHhOfFBjOhoztLmdTP/pub,https://docs.google.com/document/d/e/2PACX-1vQm_l1O1djKtV6pCFWIXDz1gjaqrG26rPb3N3uqPk0JqVIF91b_IRdew7mo34HHhOfFBjOhoztLmdTP/pub,1,1,0,FN
1014,140,25,1,23,1,0,8,0,1,0,1,4,0,0.0,https://sites.google.com/view/59bmj3vj18vh2/drive/storage/a/files/download?ID=625899581658508733,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fsites.google.com%2Fview%2F59bmj3vj18vh2%2Fdrive%2Fstorage%2Fa%2Ffiles%2Fdownload%3FID%3D625899581658508733&dsh=S790578848%3A1776073112262592&followup=https%3A%2F%2Fsites.google.com%2Fview%2F59bmj3vj18vh2%2Fdrive%2Fstorage%2Fa%2Ffiles%2Fdownload%3FID%3D625899581658508733&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AT1y2_VVDEf-lggDbDhCGTQ9CmOVc-Ts84Oqso43cSa1q6TMrPDMZYTEgoXGTKCZ3bZVSQsrwJntTA,1,1,0,FN
104,18,14,0,9,1,0,0,0,0,0,0,1,0,0.0,http://cl.ssouy.com/download/%E8%99%9A%E6%8B%9F%E5%85%89%E9%A9%B1_11@10349.exe,http://cl.ssouy.com/download/%E8%99%9A%E6%8B%9F%E5%85%89%E9%A9%B1_11@10349.exe,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://electroniceel.com/%F0%9D%99%B0%F0%9D%9A%9E%F0%9D%99%BF%F0%9D%9A%98%F0%9D%9A%92%F0%9D%9A%97%F0%9D%9A%9D%F0%9D%9A%9C/%F0%9D%99%BC%F0%9D%9A%8A%F0%9D%9A%95%F0%9D%9A%95-%F0%9D%9A%8C%F0%9D%9A%98.%F0%9D%9A%93%F0%9D%9A%99,https://electroniceel.com/%F0%9D%99%B0%F0%9D%9A%9E%F0%9D%99%BF%F0%9D%9A%98%F0%9D%9A%92%F0%9D%9A%97%F0%9D%9A%9D%F0%9D%9A%9C/%F0%9D%99%BC%F0%9D%9A%8A%F0%9D%9A%95%F0%9D%9A%95-%F0%9D%9A%8C%F0%9D%9A%98.%F0%9D%9A%93%F0%9D%9A%99/,1,1,0,FN
181,30,32,2,25,1,1,8,0,0,1,0,3,0,0.0,https://previewfilesd467y77n98oi.weebly.com/,https://previewfilesd467y77n98oi.weebly.com/,1,1,0,FN
338,52,15,0,1,2,1,4,0,0,1,1,0,0,0.0,https://derviemprendeecuadorcom.vercel.app/,https://derviemprendeecuadorcom.vercel.app/,1,1,0,FN
1389,231,28,4,5,1,1,7,0,0,0,1,4,0,0.0,https://pay.hotmart.com/U102569287W?off=ulk20wpe&amp;amp;checkoutMode=10&amp;amp;utm_source=organic&amp;amp;utm_campaign=&amp;amp;utm_medium=&amp;amp;utm_content=&amp;amp;utm_term=&amp;amp;xcod=&amp;amp;sck=,https://pay.hotmart.com/U102569287W?off=ulk20wpe&amp;amp;checkoutMode=10&amp;amp;utm_source=organic&amp;amp;utm_campaign=&amp;amp;utm_medium=&amp;amp;utm_content=&amp;amp;utm_term=&amp;amp;xcod=&amp;amp;sck=,1,1,0,FN
18666,1984,0,2,10,158,1,13,3,1,1,0,321,321,1.0,https://redirecbac213.webcindario.com,https://redirecbac213.webcindario.com/,1,1,0,FN
9905,936,21,0,8,16,1,12,0,0,1,0,235,7,0.0297872340425531,https://neogamma.loader.jp/pge-pl927910710/pages/step-one.php,https://neogamma.loader.jp/index.php,1,1,0,FN
487,81,49,0,0,5,0,1,0,0,0,1,0,0,0.0,http://diluz07.github.io/netflix_clone,https://diluz07.github.io/netflix_clone/,1,1,0,FN
75,7,14,1,6,1,0,0,0,0,0,0,0,0,0.0,https://blog-off1135-1.blogspot.com/,https://blog-off1135-1.blogspot.com/,1,1,0,FN
933,156,58,0,0,11,0,1,0,0,0,0,0,0,0.0,https://fasterthanai.github.io/Netflix-Clone/,https://fasterthanai.github.io/Netflix-Clone/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://bet33565.com/WAF/VERIFY/CAPTCHA?info=Kk6TGh9Gi%2F84HU006pokxM%2FhuERvas%2Bx%2BRLdIKGIiEJECYA7S%2BsXxMSgCBKIqj7JSMd1wb9joDmQ0skkdjI%3D&from=%2F,https://bet33565.com/,1,1,0,FN
1327,216,58,1,1,0,0,2,0,0,0,1,1,0,0.0,http://devmahida.github.io/Netflix-replica,https://devmahida.github.io/Netflix-replica/,1,1,0,FN
5862,895,53,1,15,76,0,2,0,0,0,0,285,18,0.0631578947368421,http://betlinksite.com/,https://betlink28.pro/,1,1,0,FN
681,83,21,1,0,0,0,0,0,0,0,0,2,0,0.0,https://regeln-und-vereinbarungen.com/,https://regeln-und-vereinbarungen.com/,1,1,0,FN
2724,417,24,2,1,1,0,0,0,0,0,0,0,0,0.0,https://im.nbpublic.com/secure-vpn/vpn_260403_v2.html?lptoken=170d750196d388b77665&cep=N4Igdgpg7g+gFgSwC4wQExALhADgGZoBGAbAMyECsAtAIwWnUAsADGjVfmgJxWMUSEA7HkJoAhkJogANCABuCAM7JUGbMQhiaNQWjRUATGIg8WEAx0I4AxoYjXGpUvmLEjM+UpVIEAWwiKSGK+AA5YIAbMBsRUzIy0BgAqcZjaqcQAdAykAFoeCspIAPYATqrhzE6kaIyuVMTC7Iw0jLY4aAb61jiMzcQ4hMYGEB7WwSFiCADmYOXqXGgDaKSCpHg4NMwQzMw0w3ikxAseYEVoEHMgzDAGJ2cXSACeISPYADJiYGgIYFN35zBrHBJmAsABtK43EAAXVkIRKAQgABt7EgIGgYKdzlhQE8XuEPl8fn9ZEESlMICh0OEjtY8Bo6ecKHhGFwdntVkdFv8LtTsNdbrJIAAPJA4kB414gADyeDwEBKHjJFKpahA/TwYkqgkIEHaeEE1nZBi4jAgIkYPMu1xtAB9rjQYMx7TcnScIKKsGAAK5IpEAX39siBIJgISKhQQRVBmFA1m9JQRYCQADl7gBJL4erDMWSEEqfIGZ77WALg6FBkBKGAI74I6xizBIEreiCyACOijCsZAYjQckB40mM0uwD7g9Cqn9Hj7A6KcoVo9nsvlJXTaGnsjEcoQSIQYjRo4AAj88EUMopvYRAcCwJAkUfN72viUiuhR+c5Oun580K/3++vhoBQ4TAJ+64ALLAU+1h7tYADWx6nuesEIAh6CPqMCIHggci8mqwDWNhPh4d+WGaCRFxgMEUqEcRuEQCmNFPlMkwEax6AsWxMBASB2DABxaBQRQT7oJqoFiWIoloJqPHARJMliMJon+AgEmqSpEAIHJfEgMAfhacpHi+GI1igSZ1hPhZOnmaZRmyEUbGgY5nEeC5GK8c5bH2SA86rpiNGgSeYBnhkYyhMOYAZH5i7Uf4mGyN6YigUlT7et6fJ6cFoXhRM0xRXFECYZW1aQFAWCakiigQP6QA=,https://im.nbpublic.com/secure-vpn/vpn_260403_v2.html?lptoken=170d750196d388b77665&cep=N4Igdgpg7g+gFgSwC4wQExALhADgGZoBGAbAMyECsAtAIwWnUAsADGjVfmgJxWMUSEA7HkJoAhkJogANCABuCAM7JUGbMQhiaNQWjRUATGIg8WEAx0I4AxoYjXGpUvmLEjM+UpVIEAWwiKSGK+AA5YIAbMBsRUzIy0BgAqcZjaqcQAdAykAFoeCspIAPYATqrhzE6kaIyuVMTC7Iw0jLY4aAb61jiMzcQ4hMYGEB7WwSFiCADmYOXqXGgDaKSCpHg4NMwQzMw0w3ikxAseYEVoEHMgzDAGJ2cXSACeISPYADJiYGgIYFN35zBrHBJmAsABtK43EAAXVkIRKAQgABt7EgIGgYKdzlhQE8XuEPl8fn9ZEESlMICh0OEjtY8Bo6ecKHhGFwdntVkdFv8LtTsNdbrJIAAPJA4kB414gADyeDwEBKHjJFKpahA/TwYkqgkIEHaeEE1nZBi4jAgIkYPMu1xtAB9rjQYMx7TcnScIKKsGAAK5IpEAX39siBIJgISKhQQRVBmFA1m9JQRYCQADl7gBJL4erDMWSEEqfIGZ77WALg6FBkBKGAI74I6xizBIEreiCyACOijCsZAYjQckB40mM0uwD7g9Cqn9Hj7A6KcoVo9nsvlJXTaGnsjEcoQSIQYjRo4AAj88EUMopvYRAcCwJAkUfN72viUiuhR+c5Oun580K/3++vhoBQ4TAJ+64ALLAU+1h7tYADWx6nuesEIAh6CPqMCIHggci8mqwDWNhPh4d+WGaCRFxgMEUqEcRuEQCmNFPlMkwEax6AsWxMBASB2DABxaBQRQT7oJqoFiWIoloJqPHARJMliMJon+AgEmqSpEAIHJfEgMAfhacpHi+GI1igSZ1hPhZOnmaZRmyEUbGgY5nEeC5GK8c5bH2SA86rpiNGgSeYBnhkYyhMOYAZH5i7Uf4mGyN6YigUlT7et6fJ6cFoXhRM0xRXFECYZW1aQFAWCakiigQP6QA=,1,1,0,FN
217,31,15,0,26,2,1,8,0,0,1,0,5,0,0.0,http://outlookfireworking.weebly.com/,https://outlookfireworking.weebly.com/,1,1,0,FN
3996,633,6,1,0,120,0,1,0,0,0,0,139,0,0.0,http://amazon-clone-swart-kappa.vercel.app/,https://amazon-clone-swart-kappa.vercel.app/,1,1,0,FN
147,19,8,0,11,0,0,0,0,0,0,0,6,2,0.3333333333333333,http://register-facebook.blogspot.com/,http://register-facebook.blogspot.com/,1,1,0,FN
476,74,38,4,1,0,1,2,0,1,1,1,3,0,0.0,https://karelbugwac.github.io/facebook/,https://karelbugwac.github.io/facebook/,1,1,0,FN
3172,456,42,1,0,5,0,8,0,0,0,0,0,0,0.0,http://itqaakhlaq.github.io/Netflix-Clone,https://itqaakhlaq.github.io/Netflix-Clone/,1,1,0,FN
10607,1629,46,3,26,35,0,0,0,0,0,0,253,44,0.1739130434782608,http://d26hpdecvhwn5s.cloudfront.net/digital/disclosures/,https://d26hpdecvhwn5s.cloudfront.net/digital/disclosures/,1,1,0,FN
2892,479,17,1,1,15,0,2,0,0,0,1,1,0,0.0,http://safvan8393.github.io/netflix-,https://safvan8393.github.io/netflix-/,1,1,0,FN
0,0,12,0,1,0,0,0,0,0,0,0,0,0,0.0,https://whatsloiu.cc/,https://whatsloiu.cc/,1,1,0,FN
162,29,58,0,0,1,0,1,0,0,0,1,0,0,0.0,https://harshitbhardwaj0101.github.io/Netflix-Clone/,https://harshitbhardwaj0101.github.io/Netflix-Clone/,1,1,0,FN
995,163,58,1,0,6,0,1,0,0,0,0,16,15,0.9375,https://shekharscript.github.io/Netflix-clone/,https://shekharscript.github.io/Netflix-clone/,1,1,0,FN
56,10,56,2,3,1,0,0,0,0,0,0,1,1,1.0,http://kuccoinlguin.webflow.io/,https://kuccoinlguin.webflow.io/,1,1,0,FN
1858,328,12,1,1,65,0,1,0,0,0,0,23,0,0.0,http://nidhisa20.github.io/AmazonClone,https://nidhisa20.github.io/AmazonClone/,1,1,0,FN
